Severity,Line,Rule ID,Rule Title,Message,Suggestion,Line Content
HIGH,27,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Check if the USER instruction is used at least once to ensure running as a non-root user.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' due to its unpredictable behavior. If necessary, use 'gosu' for privilege escalation. Avoid frequent switching of USER to reduce complexity.",EXPOSE 22
INFO,28,BP4FB971F0,EXPOSE,Disallowed pattern found: Detects EXPOSE instructions that do not specify a port.,"Ensure the EXPOSE instruction uses a common, traditional port for the application (e.g., 80 for Apache, 27017 for MongoDB). If your application uses a different port, consider documenting the reason in your Dockerfile or project documentation.",EXPOSE 80
HIGH,28,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Check if the USER instruction is used at least once to ensure running as a non-root user.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' due to its unpredictable behavior. If necessary, use 'gosu' for privilege escalation. Avoid frequent switching of USER to reduce complexity.",EXPOSE 80
INFO,29,BP4FB971F0,EXPOSE,"Required pattern not found: Checks if EXPOSE uses common ports (80, 443 for web servers, 27017 for MongoDB).","Ensure the EXPOSE instruction uses a common, traditional port for the application (e.g., 80 for Apache, 27017 for MongoDB). If your application uses a different port, consider documenting the reason in your Dockerfile or project documentation.",EXPOSE 3389
INFO,29,BP4FB971F0,EXPOSE,Disallowed pattern found: Detects EXPOSE instructions that do not specify a port.,"Ensure the EXPOSE instruction uses a common, traditional port for the application (e.g., 80 for Apache, 27017 for MongoDB). If your application uses a different port, consider documenting the reason in your Dockerfile or project documentation.",EXPOSE 3389
HIGH,29,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Check if the USER instruction is used at least once to ensure running as a non-root user.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' due to its unpredictable behavior. If necessary, use 'gosu' for privilege escalation. Avoid frequent switching of USER to reduce complexity.",EXPOSE 3389
MEDIUM,31,BP086BFB42,ENV,"Required pattern not found: Checks if ENV is used to set PATH, ensuring executables are found.",Use ENV to set the PATH environment variable and other necessary environment variables for your application. Ensure sensitive environment variables are unset in the same layer they are used to avoid leaking information in intermediate layers. Consider using a single ENV instruction for setting multiple variables to reduce layers.,ENV DEBUG=
HIGH,31,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Check if the USER instruction is used at least once to ensure running as a non-root user.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' due to its unpredictable behavior. If necessary, use 'gosu' for privilege escalation. Avoid frequent switching of USER to reduce complexity.",ENV DEBUG=
MEDIUM,32,BP086BFB42,ENV,"Required pattern not found: Checks if ENV is used to set PATH, ensuring executables are found.",Use ENV to set the PATH environment variable and other necessary environment variables for your application. Ensure sensitive environment variables are unset in the same layer they are used to avoid leaking information in intermediate layers. Consider using a single ENV instruction for setting multiple variables to reduce layers.,ENV APP_VERSION
MEDIUM,32,BP086BFB42,ENV,Required pattern not found: Checks if ENV is used to set environment variables.,Use ENV to set the PATH environment variable and other necessary environment variables for your application. Ensure sensitive environment variables are unset in the same layer they are used to avoid leaking information in intermediate layers. Consider using a single ENV instruction for setting multiple variables to reduce layers.,ENV APP_VERSION
HIGH,32,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Check if the USER instruction is used at least once to ensure running as a non-root user.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' due to its unpredictable behavior. If necessary, use 'gosu' for privilege escalation. Avoid frequent switching of USER to reduce complexity.",ENV APP_VERSION
HIGH,34,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Check if the USER instruction is used at least once to ensure running as a non-root user.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' due to its unpredictable behavior. If necessary, use 'gosu' for privilege escalation. Avoid frequent switching of USER to reduce complexity.",RUN cd /app && \
HIGH,34,BP9166D7E9,WORKDIR,Disallowed pattern found: Detects usage of RUN cd which should be replaced with WORKDIR.,"Use WORKDIR with absolute paths instead of RUN cd commands. For example, replace 'RUN cd /app && do-something' with 'WORKDIR /app' followed by 'RUN do-something'.",RUN cd /app && \
HIGH,34,BPAD173E04,RUN,Required pattern not found: Ensures RUN apt-get update and apt-get install commands are used together in the same RUN statement.,Ensure RUN instructions that perform complex operations are split across multiple lines using backslashes for better readability. Always combine apt-get update with apt-get install in the same RUN statement to avoid caching issues. Use --no-install-recommends with apt-get install to minimize the image size. Manually review the use of pipe (|) operators in RUN instructions to ensure they are preceded by 'set -o pipefail &&' for error handling.,RUN cd /app && \
HIGH,34,BPAD173E04,RUN,Required pattern not found: Checks for the use of --no-install-recommends with apt-get install to minimize image size.,Ensure RUN instructions that perform complex operations are split across multiple lines using backslashes for better readability. Always combine apt-get update with apt-get install in the same RUN statement to avoid caching issues. Use --no-install-recommends with apt-get install to minimize the image size. Manually review the use of pipe (|) operators in RUN instructions to ensure they are preceded by 'set -o pipefail &&' for error handling.,RUN cd /app && \
HIGH,35,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Check if the USER instruction is used at least once to ensure running as a non-root user.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' due to its unpredictable behavior. If necessary, use 'gosu' for privilege escalation. Avoid frequent switching of USER to reduce complexity.",    mkdir temp 
