Severity,Line,Rule ID,Rule Title,Message,Suggestion,Line Content
HIGH,23,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Ensure there is at least one USER instruction to switch to a non-root user.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' within your Dockerfile. If necessary, consider alternatives like 'gosu' for privilege escalation. Minimize the use of switching users to reduce complexity.","CMD [""sh"", ""-c"", ""nginx & python3 app.py""]"
HIGH,25,BP6EB0C612,USER,Disallowed keyword(s) ('sudo') found. Check for the presence of 'sudo' which should be avoided.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' within your Dockerfile. If necessary, consider alternatives like 'gosu' for privilege escalation. Minimize the use of switching users to reduce complexity.",RUN apt-get install -y redis-server
HIGH,25,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Ensure there is at least one USER instruction to switch to a non-root user.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' within your Dockerfile. If necessary, consider alternatives like 'gosu' for privilege escalation. Minimize the use of switching users to reduce complexity.",RUN apt-get install -y redis-server
MEDIUM,25,BPAD173E04,RUN,Required pattern not found: Checks if RUN commands are split across multiple lines using backslashes for readability.,Ensure complex RUN instructions are split across multiple lines using backslashes. Combine apt-get update with apt-get install in the same RUN statement and use --no-install-recommends with apt-get install. Consider manual review for complex scenarios not covered by automated checks.,RUN apt-get install -y redis-server
MEDIUM,25,BPAD173E04,RUN,Required pattern not found: Ensures RUN apt-get update and apt-get install are combined in the same RUN statement.,Ensure complex RUN instructions are split across multiple lines using backslashes. Combine apt-get update with apt-get install in the same RUN statement and use --no-install-recommends with apt-get install. Consider manual review for complex scenarios not covered by automated checks.,RUN apt-get install -y redis-server
MEDIUM,25,BPAD173E04,RUN,Required pattern not found: Detects if apt-get install includes the --no-install-recommends flag.,Ensure complex RUN instructions are split across multiple lines using backslashes. Combine apt-get update with apt-get install in the same RUN statement and use --no-install-recommends with apt-get install. Consider manual review for complex scenarios not covered by automated checks.,RUN apt-get install -y redis-server
INFO,27,BP4FB971F0,EXPOSE,"Required pattern not found: Checks if EXPOSE uses common ports (80, 443 for web servers, 27017 for MongoDB).","Ensure the EXPOSE instruction specifies the common, traditional port for your application. If your application uses a port different from common ones (80, 443, 27017), verify it's the correct port for your application's needs.",EXPOSE 22
HIGH,27,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Ensure there is at least one USER instruction to switch to a non-root user.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' within your Dockerfile. If necessary, consider alternatives like 'gosu' for privilege escalation. Minimize the use of switching users to reduce complexity.",EXPOSE 22
HIGH,28,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Ensure there is at least one USER instruction to switch to a non-root user.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' within your Dockerfile. If necessary, consider alternatives like 'gosu' for privilege escalation. Minimize the use of switching users to reduce complexity.",EXPOSE 80
INFO,29,BP4FB971F0,EXPOSE,"Required pattern not found: Checks if EXPOSE uses common ports (80, 443 for web servers, 27017 for MongoDB).","Ensure the EXPOSE instruction specifies the common, traditional port for your application. If your application uses a port different from common ones (80, 443, 27017), verify it's the correct port for your application's needs.",EXPOSE 3389
HIGH,29,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Ensure there is at least one USER instruction to switch to a non-root user.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' within your Dockerfile. If necessary, consider alternatives like 'gosu' for privilege escalation. Minimize the use of switching users to reduce complexity.",EXPOSE 3389
MEDIUM,31,BP086BFB42,ENV,"Required pattern not found: Checks if ENV is used to set PATH, making software easier to run.","Use ENV to set the PATH environment variable and other necessary environment variables for your application. Consider consolidating ENV instructions to reduce layers when possible. For version numbers, use ENV to make updates easier. To unset an environment variable, use a RUN command with shell commands to set, use, and unset the variable in a single layer for better security and efficiency.",ENV DEBUG=
HIGH,31,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Ensure there is at least one USER instruction to switch to a non-root user.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' within your Dockerfile. If necessary, consider alternatives like 'gosu' for privilege escalation. Minimize the use of switching users to reduce complexity.",ENV DEBUG=
MEDIUM,32,BP086BFB42,ENV,"Required pattern not found: Checks if ENV is used to set PATH, making software easier to run.","Use ENV to set the PATH environment variable and other necessary environment variables for your application. Consider consolidating ENV instructions to reduce layers when possible. For version numbers, use ENV to make updates easier. To unset an environment variable, use a RUN command with shell commands to set, use, and unset the variable in a single layer for better security and efficiency.",ENV APP_VERSION
MEDIUM,32,BP086BFB42,ENV,Required pattern not found: Checks if ENV is used to set environment variables.,"Use ENV to set the PATH environment variable and other necessary environment variables for your application. Consider consolidating ENV instructions to reduce layers when possible. For version numbers, use ENV to make updates easier. To unset an environment variable, use a RUN command with shell commands to set, use, and unset the variable in a single layer for better security and efficiency.",ENV APP_VERSION
HIGH,32,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Ensure there is at least one USER instruction to switch to a non-root user.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' within your Dockerfile. If necessary, consider alternatives like 'gosu' for privilege escalation. Minimize the use of switching users to reduce complexity.",ENV APP_VERSION
HIGH,34,BP6EB0C612,USER,Disallowed keyword(s) ('sudo') found. Check for the presence of 'sudo' which should be avoided.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' within your Dockerfile. If necessary, consider alternatives like 'gosu' for privilege escalation. Minimize the use of switching users to reduce complexity.",RUN cd /app && \
HIGH,34,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Ensure there is at least one USER instruction to switch to a non-root user.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' within your Dockerfile. If necessary, consider alternatives like 'gosu' for privilege escalation. Minimize the use of switching users to reduce complexity.",RUN cd /app && \
HIGH,34,BP9166D7E9,WORKDIR,Disallowed pattern found: Detects usage of 'RUN cd ... && do-something' which should be replaced with WORKDIR.,Use absolute paths when setting the WORKDIR instruction. Replace any 'RUN cd ... && do-something' patterns with WORKDIR followed by the desired command without 'cd'.,RUN cd /app && \
MEDIUM,34,BPAD173E04,RUN,Required pattern not found: Ensures RUN apt-get update and apt-get install are combined in the same RUN statement.,Ensure complex RUN instructions are split across multiple lines using backslashes. Combine apt-get update with apt-get install in the same RUN statement and use --no-install-recommends with apt-get install. Consider manual review for complex scenarios not covered by automated checks.,RUN cd /app && \
MEDIUM,34,BPAD173E04,RUN,Required pattern not found: Detects if apt-get install includes the --no-install-recommends flag.,Ensure complex RUN instructions are split across multiple lines using backslashes. Combine apt-get update with apt-get install in the same RUN statement and use --no-install-recommends with apt-get install. Consider manual review for complex scenarios not covered by automated checks.,RUN cd /app && \
HIGH,35,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Ensure there is at least one USER instruction to switch to a non-root user.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' within your Dockerfile. If necessary, consider alternatives like 'gosu' for privilege escalation. Minimize the use of switching users to reduce complexity.",    mkdir temp 
